Rafa;92;-;34;13.0869998932 
Rafa;71;-;76;9.79600000381 
Rafa;7;-;61;11.6859998703 
Rafa;86;*;71;34.1169998646 
Rafa;38;*;71;45.8529999256 
Rafa;67;/;90;4.9509999752 
Rafa;20;*;39;12.3200001717 
Rafa;20;/;4;2.30800008774 
Rafa;99;+;94;9.46499991417 
Rafa;41;+;58;5.0720000267 
Rafa;30;+;52;4.21899986267 
Rafa;69;+;18;5.52399992943 
Rafa;35;/;70;2.50600004196 
Rafa;82;/;70;5.72499990463 
Rafa;53;*;16;33.9210000038 
Rafa;50;-;42;2.28399991989 
Rafa;30;*;50;4.22099995613 
Rafa;86;/;66;2.79200005531 
Rafa;89;*;74;32.5310001373 
Rafa;60;/;45;2.30199980736 
Rafa;81;-;11;2.9960000515 
Rafa;5;+;96;2.79299998283 
Rafa;2;+;46;2.38300013542 
Rafa;49;+;26;4.78699994087 
Rafa;89;/;79;2.12199997902 
Rafa;84;-;9;4.58100008965 
Rafa;56;/;34;1.77600002289 
Rafa;42;+;35;6.49900007248 
Rafa;2 ;*;2;1.42899990082 
Rafa;26;-;19;3.78700017929 
Rafa;28;-;80;7.90199995041 
Rafa;9;/;70;2.63199996948 
Rafa;95;-;21;8.85899996758 
Rafa;17;-;82;18.1749999523 
Rafa;35;+;26;10.1909999847 
Rafa;44;/;77;2.44200015068 
Rafa;86;-;78;4.39800000191 
Rafa;96;-;37;9.32800006866 
Rafa;21;*;70;17.4260001183 
Rafa;45;-;66;13.0869998932 
Rafa;58;*;40;20.7209999561 
Rafa;17;+;8;4.40000009537 
Rafa;76;+;7;5.72100019455 
Rafa;77;+;73;6.35899996758 
Rafa;83;/;85;3.95600008965 
Rafa;91;-;10;2.79099988937 
Rafa;91;*;73;26.8659999371 
Rafa;36;/;28;3.73000001907 
Rafa;78;-;39;18.5209999084 
Rafa;67;+;20;7.64499998093 
Rafa;2;+;28;2.50300002098 
Rafa;79;/;42;2.03900003433 
Rafa;84;+;95;5.11199998856 
Rafa;50;/;98;2.34399986267 
Rafa;47;+;80;4.99899983406 
Rafa;10;+;35;2.38499999046 
Rafa;7;+;93;2.65499997139 
Rafa;58;/;34;2.10100007057 
Rafa;36;*;96;25.6029999256 
Rafa;45;*;60;7.59500002861 
Rafa;89;/;4;9.08000016212 
Rafa;91;/;1;2.69600009918 
Rafa;35;*;43;19.231000185 
Rafa;10;*;35;2.77600002289 
Rafa;14;+;81;5.08999991417 
Rafa;27;+;90;3.17700004578 
Rafa;72;+;65;10.0410001278 
Rafa;24;*;32;23.6210000515 
Rafa;21;/;51;2.94000005722 
Rafa;14;+;11;2.36500000954 
Rafa;75;/;67;2.44600009918 
Rafa;68;/;83;3.72600007057 
Rafa;81;-;3;6.09499979019 
Rafa;91;/;74;1.87300014496 
Rafa;4;+;85;2.79600000381 
Rafa;21;-;9,16.4279999733 
Rafa;20;-;58;7.68000006676 
Rafa;96;-;87;4.1930000782 
Rafa;88;+;77;11.2200000286 
Rafa;55;-;63;4.66400003433 
Rafa;57;-;3;6.21000003815 
Rafa;40;*;91;18.7330000401 
Rafa;42;+;70;6.20899987221 
Rafa;70;-;62;1.95600008965 
Rafa;12;/;36;2.5490000248 
Rafa;23;/;7;2.28500008583 
Rafa;3;+;51;2.38800001144 
Rafa;76;*;93;18.3579998016 
Rafa;45;-;20;4.48200011253 
Rafa;17;+;14;3.44499993324 
Rafa;70;+;61;4.382999897 
Rafa;45;+;80;3.46300005913 
Rafa;32;-;82;5.83100008965 
Rafa;51;+;7;2.91600012779 
Rafa;10;-;89;4.30200004578 
Rafa;68;+;61;3.99699997902 
Rafa;41;+;65;3.81299996376 
Rafa;2;/;10;1.63400006294 
Rafa;53;/;22;2.32100009918 
Rafa;60;-;12;4.16000008583 
Rafa;96;-;84;4.117000103 
Rafa;9 ;/;86;1.87400007248 
Rafa;68;/;89;3.78699994087 
Rafa;37;*;57;17.6119999886 
Rafa;46;+;19;5.13599991798 
Rafa;47;-;56;5.54299998283 
Rafa;57;*;80;11.2920000553 
Rafa;91;-;88;4.15700006485 
Rafa;40;+;58;3.01600003242 
Rafa;87;-;53;6.85899996758 
Rafa;27;+;66;8.61299991608 
Rafa;52;+;51;3.34499979019 
Rafa;2;/;50;4.05399990082 
Rafa;2;*;83;6.13499999046 
Rafa;15;*;72;8.26999998093 
Rafa;80;-;13;3.4430000782 
Rafa;76;*;64;11.138999939 
Rafa;8;*;58;8.12999987602 
Rafa;27;-;94;10.760999918 
Rafa;19;+;22;5.30599999428 
Rafa;21;+;84;4.91399979591 
Rafa;52;+;96;6.47500014305 
Rafa;43;/;32;1.73300004005 
Rafa;38;+;30;3.71200013161 
Rafa;29;-;3;3.28399991989 
Rafa;1;*;64;1.83899998665 
Rafa;51;/;88;1.91499996185 
Rafa;84;/;75;1.86099982262 
Rafa;53;*;74;12.6119999886 
Rafa;44;-;16;8.16499996185 
Rafa;79;-;34;15.4279999733 
Rafa;33;+;83;4.80799984932 
Rafa;62;+;56;6.65700006485 
Rafa;82;+;94;6.68099999428 
Rafa;22;-;14;2.34299993515 
Rafa;85;+;1;1.8789999485 
Rafa;87;/;17;7.21399998665 
Rafa;11;+;20;3.24000000954 
Rafa;86;/;14;8.12300014496 
Rafa;89;*;36;11.8360002041 
Rafa;29;/;63;2.14100003242 
Rafa;78;+;39;13.388999939 
Rafa;41;*;26;10.0259997845 
Rafa;47;+;21;4.23599982262 
Rafa;74;-;70;2.22000002861 
Rafa;31;-;92;5.56200003624 
Rafa;78;*;8;9.91199994087 
Rafa;37;+;26;6.35100007057 
Rafa;28;/;84;2.46700000763 
Rafa;38;+;86;6.90699982643 
Rafa;50;-;25;1.47099995613 
Rafa;38;/;99;1.91599988937 
Rafa;79;*;20;9.92599987984 
Rafa;3;+;98;2.28699994087 
Rafa;67;/;69;2.36900019646 
Rafa;81;*;22;16.9499998093 
Rafa;14;-;56;11.4360001087 
Rafa;25;/;33;1.93799996376 
Rafa;38;/;73;1.22799992561 
Rafa;98;-;23;5.50699996948 
Rafa;12;+;76;3.41599988937 
Rafa;57;+;20;2.77100014687 
Rafa;8;/;13;1.632999897 
Rafa;37;+;52;3.68700003624 
Rafa;54;-;54;1.75099992752 
Rafa;63;/;73;1.81299996376 
Rafa;38;+;88;5.64100003242 
Rafa;54;/;87;1.34399986267 
Rafa;33;-;39;2.99399995804 
Rafa;50;+;24;1.83700013161 
Rafa;54;+;93;5.55900001526 
Rafa;54;+;36;4.59700012207
Rafa;63;-;51;2.28600001335 
Rafa;74;+;18;9.85000014305 
Rafa;94;+;94;5.875 
Rafa;2;/;13;1.87900018692 
Rafa;76;/;11;4.04200005531 
Rafa;83;/;19;3.07799983025 
Rafa;23;+;93;4.50600004196 
Rafa;20;*;94;15.8510000706 
Rafa;38;*;82;12.1880002022 
Rafa;41;*;87;13.4820001125 
Rafa;68;+;19;4.9960000515 
Rafa;90;/;75;1.57500004768 
Rafa;26;/;66;2.12400007248 
Rafa;31;+;62;2.93499994278 
Rafa;60;*;28;11.2710001469 
Rafa;31;*;11;6.32699990273 
Rafa;22;+;55;2.10500001907 
Rafa;3;+;51;3.55399990082 
Rafa;47;*;72;21.0420000553 
Rafa;31;/;16;2.69199991226 
Rafa;40;-;13;2.48900008202 
Rafa;70;-;54;5.46599984169 
Rafa;91;*;71;15.8819999695 
Rafa;56;+;33;3.9430000782 
Rafa;65;+;88;7.79200005531 
Rafa;15;-;94;9.13599991798 
Rafa;59;+;67;8.52099990845 
Rafa;39;-;98;8.47600007057 
Rafa;89;*;43;11.0540001392 
Rafa;12;/;36;2.16199994087 
Rafa;70;-;51;5.875 
Rafa;87;/;36;2.06200003624 
Rafa;17;+;74;5.24300003052 
Rafa;72;/;40;2.47499990463 
Rafa;96;-;5;2.06500005722 
Rafa;97;-;26;6.28299999237 
Rafa;66;-;58;2.18400001526 
Rafa;22;/;41;2.41199994087 
Rafa;63;*;41;18.239000082
Rafa;22;-;28;3.97799992561 
Rafa;31;*;7;5.57099986076 
Rafa;79;/;4;7.75199985504 
Rafa;68;-;9;4.26300001144 
Rafa;58;*;22;12.3250000477 
Rafa;72;+;47;9.93200016022 
Rafa;46;/;63;2.117000103 
Rafa;76;-;70;1.98300004005 
Rafa;52;*;24;19.0539999008 
Rafa;53;/;48;2.38900017738 
Rafa;30;+;37;2.40900015831 
Rafa;6;*;44;9.50200009346 
Rafa;48;+;13;6.17900013924 
Rafa;33;/;54;1.79299998283 
Rafa;34;+;94;6.95299983025 
Rafa;34;-;12;5.87199997902 
Rafa;73;*;86;15.5429999828 
Rafa;21;-;34;5.70600008965 
Rafa;58;/;28;4.78099989891 
Rafa;53;-;94;14.0969998837 
Rafa;21;-;38;5.14299988747 
Rafa;94;+;32;4.89700007439 
Rafa;29;*;45;12.5599999428 
Rafa;72;-;20;2.79299998283 
Rafa;72;*;20;5.75800013542 
Rafa;71;-;17;23.0810000896 
Rafa;25;*;38;13.7400000095 
Rafa;8;*;39;10.5999999046 
Rafa;46;*;67;17.7620000839 
Rafa;57;/;12;8.84200000763 
Rafa;97;+;60;4.24500012398 
Rafa;92;*;97;28.2720000744 
Rafa;98;*;68;17.8279998302 
Rafa;45;-;67;10.7020001411 
